0,5
0,6
0,7
0,8
0,10
0,11
0,12
0,14
0,15
0,18
0,20
0,1558
0,23
0,31
0,544
0,1059
0,1542
0,39
0,1576
0,41
0,4615
0,45
0,558
0,2141
0,48
0,4104
0,565
0,54
0,570
0,778
0,4895
0,523
0,581
0,70
0,586
0,2124
0,4173
0,2642
0,84
0,4182
0,602
0,93
0,4369
0,1131
0,1645
0,4206
0,4208
0,1556
0,2687
0,642
0,4230
0,3521
0,2186
0,140
0,3725
0,148
0,150
0,1687
0,4248
0,1179
0,174
0,4979
0,3529
0,696
0,187
0,701
0,2933
0,2244
0,197
0,198
0,3361
0,1234
0,213
0,216
0,1242
0,733
0,736
0,2785
0,2786
0,236
0,245
0,3830
0,1281
0,1287
0,264
0,3337
0,266
0,557
0,273
0,4890
0,4143
0,4892
0,3357
0,286
0,287
0,2849
0,4906
0,3897
0,831
0,224
0,522
0,4420
0,1590
0,839
0,2896
0,3921
0,2415
0,345
0,2396
0,1377
0,4454
0,1387
0,3436
0,365
0,879
0,371
0,373
0,374
0,2430
0,1409
0,4929
0,3820
0,910
0,911
0,2449
0,4499
0,404
0,4932
0,1435
0,582
0,3126
0,2476
0,4016
0,449
0,1481
0,1994
0,461
0,2519
0,4057
0,4653
0,3553
0,495
0,1521
0,500
0,1016
0,3577
0,3070
1,131
1,4868
1,5
1,264
1,3601
1,2194
1,2435
1,277
1,918
1,3225
1,282
1,283
1,31
1,411
1,677
1,937
1,1332
1,4406
1,2106
1,4411
1,64
1,65
1,3021
1,1742
1,337
1,978
1,4154
1,2516
1,2519
1,221
1,613
1,1122
1,357
1,102
1,209
1,744
1,233
1,3602
1,4086
1,507
2,2560
2,3072
2,5
2,6
2,8
2,9
2,10
2,11
2,12
2,13
2,14
2,20
2,21
2,4634
2,2735
2,28
2,541
2,542
2,32
2,4641
2,35
2,36
2,37
2,39
2,2140
2,557
2,1544
2,60
2,61
2,62
2,576
2,65
2,1602
2,67
2,68
2,581
2,582
2,2631
2,585
2,74
2,3147
2,76
2,1102
2,1107
2,91
2,92
2,1631
2,96
2,2660
2,2994
2,615
2,107
2,1644
2,1134
2,111
2,3188
2,2885
2,635
2,1151
2,3691
2,2692
2,134
2,137
2,140
2,4749
2,1679
2,1680
2,2499
2,2709
2,2711
2,152
2,157
2,3742
2,161
2,3397
2,2727
2,4387
2,2218
2,3246
2,175
2,1054
2,185
2,187
2,1724
2,4798
2,192
2,196
2,1609
2,1911
2,207
2,208
2,2259
2,212
2,4824
2,1060
2,218
2,3805
2,222
2,2597
2,3536
2,229
2,4326
2,1256
2,233
2,3312
2,243
2,1272
2,2301
2,255
2,769
2,1283
2,1296
2,2777
2,4484
2,796
2,4783
2,2334
2,1970
2,4898
2,1315
2,2959
2,646
2,4145
2,811
2,301
2,305
2,4318
2,823
2,2873
2,1341
2,1855
2,3393
2,325
2,326
2,4321
2,4936
2,3913
2,4430
2,4944
2,338
2,347
2,349
2,3942
2,362
2,4459
2,365
2,4974
2,1903
2,883
2,1909
2,2934
2,887
2,4851
2,3449
2,3450
2,891
2,2430
2,896
2,1922
2,1924
2,392
2,1930
2,1423
