0,101
0,73
0,202
0,363
0,268
0,142
0,751
0,752
0,689
0,531
0,500
0,279
0,184
1,704
1,768
1,450
1,5
1,266
1,44
1,242
1,374
1,763
1,668
2,34
2,580
2,360
2,333
2,176
2,572
2,638
3,209
3,458
3,211
3,645
3,646
4,248
4,528
4,300
4,229
4,662
5,491
5,683
5,71
5,266
5,235
5,493
5,590
5,207
5,181
5,663
5,538
5,783
5,668
5,767
6,35
6,125
6,638
6,727
7,321
7,295
7,491
7,51
7,596
7,633
8,642
8,133
8,706
8,717
8,565
8,27
8,509
8,383
9,580
9,694
9,425
9,335
9,464
9,406
9,284
10,416
10,131
10,580
10,38
10,490
10,364
10,590
10,176
10,689
10,532
10,277
11,336
11,49
11,330
11,750
11,70
12,65
12,194
12,356
12,689
12,328
12,555
12,240
12,17
12,501
12,528
12,664
12,763
13,66
13,232
13,299
13,140
13,400
13,434
13,468
13,342
13,282
13,607
14,168
14,441
14,262
14,38
14,255
15,115
15,693
15,798
16,512
16,640
16,71
16,23
16,268
16,621
16,775
16,18
16,468
16,247
16,88
16,628
16,478
16,703
17,672
17,778
17,363
17,212
17,122
17,316
18,779
18,587
18,238
18,413
18,273
18,151
18,751
18,61
18,351
19,192
19,129
19,774
19,295
19,712
19,41
19,73
20,600
20,795
20,706
20,131
20,685
21,770
21,227
21,650
21,98
21,692
21,347
22,672
22,598
22,105
22,141
22,563
22,54
22,343
22,348
23,523
23,260
23,294
23,104
23,395
23,239
23,584
23,628
23,792
23,570
23,379
24,88
24,99
24,83
24,683
24,767
25,608
25,257
25,131
25,165
25,481
25,521
25,714
25,779
25,140
25,557
25,366
25,751
25,80
25,754
25,389
26,385
26,77
26,782
26,445
26,439
26,441
26,477
27,416
27,674
27,115
27,68
27,299
27,460
27,275
27,182
27,735
28,68
28,406
28,537
28,536
28,313
28,29
28,159
29,779
29,230
29,294
29,75
29,109
29,494
29,367
29,336
29,789
29,374
30,256
30,704
30,175
30,528
30,403
30,668
31,160
31,752
31,303
31,720
31,625
31,187
31,766
32,644
32,39
32,107
32,716
32,685
32,655
32,721
32,346
32,351
33,683
33,100
33,775
33,458
33,555
33,556
33,494
33,463
33,436
33,444
34,449
34,204
34,690
34,304
34,274
34,308
35,386
35,387
35,150
35,775
35,747
35,210
35,118
35,762
36,480
36,106
36,747
36,495
36,535
36,152
36,479
37,531
37,592
37,155
37,387
37,70
38,676
38,454
38,659
38,84
38,182
38,471
38,219
38,605
39,657
39,261
39,519
40,269
40,527
40,242
40,52
40,629
40,79
40,95
41,795
41,548
41,423
41,218
41,123
42,192
42,353
42,227
42,452
42,75
42,592
42,94
43,346
43,431
43,586
43,394
43,407
44,198
44,328
44,233
44,619
44,364
44,527
44,585
44,159
45,601
45,258
45,755
45,164
45,469
46,65
46,129
46,684
46,429
46,685
46,560
46,662
46,793
46,346
46,444
46,62
47,196
47,620
47,175
47,239
47,310
47,152
47,282
47,283
47,700
47,285
48,544
48,69
48,332
48,206
48,175
48,145
48,569
48,218
49,359
49,648
49,527
49,724
49,633
49,381
49,638
50,232
50,335
50,456
50,311
50,377
50,186
50,251
50,538
51,401
51,346
51,447
52,390
52,743
52,776
52,529
52,339
52,214
52,599
52,56
52,445
53,258
53,261
53,518
53,455
53,679
53,722
53,57
53,283
53,157
54,733
54,713
54,106
54,247
54,173
54,621
54,311
54,138
55,384
55,512
55,548
55,261
55,673
55,92
55,785
55,369
55,309
55,220
55,638
56,416
56,98
56,295
56,696
56,140
56,335
56,248
56,599
56,216
56,753
56,734
57,135
57,331
57,430
57,180
57,316
57,565
58,649
58,525
58,191
59,796
59,427
59,244
59,87
60,580
60,243
60,140
60,364
60,333
60,531
60,371
60,532
60,799
61,68
61,299
61,237
61,590
61,629
61,445
62,195
62,238
62,212
62,793
62,313
62,187
62,411
63,720
63,284
63,527
64,491
64,68
64,357
64,327
64,456
64,103
64,589
64,785
64,373
64,645
65,263
65,748
65,746
65,81
65,694
65,535
65,89
66,288
66,545
66,229
66,306
66,208
66,273
66,178
66,212
66,786
66,672
66,317
66,703
67,768
67,163
67,740
67,777
67,75
67,588
67,771
67,788
67,565
67,470
67,639
68,672
68,581
68,134
68,232
68,137
68,400
68,625
68,511
69,656
69,508
69,752
69,670
70,131
70,583
70,393
70,621
70,558
70,489
70,105
70,349
71,323
71,774
71,201
71,586
71,396
71,749
71,393
71,152
71,185
71,284
72,236
72,110
72,506
72,763
72,286
72,575
73,609
73,131
73,101
73,518
73,296
73,663
73,504
73,378
74,292
74,456
74,457
74,650
74,592
74,648
74,147
74,659
74,791
74,633
